id	ja	zh-TW	en	ko
1362	「ながめる」コマンドをLv4以上にしてキャンプをクリアしよう	將「欣賞」指令提升到Lv4以上並完成露營	"Let's clear the camp by upgrading the ""Gaze"" command to Lv4 or above."	"""나가메루"" 명령을 Lv4 이상으로 설정하고 캠프를 클리어하자"
1363	ランクB＋以上でキャンプを完了しよう	讓我們以B＋以上的等級完成露營吧	Let's complete the camp with a rank of B+ or higher.	B+ 등급 이상으로 캠핑을 완료하자
1364	海辺のキャンプミッション「スイカ割りをしよう」でS以上の評価を取ろう	在海邊露營任務「來打破西瓜」中取得S以上的評價吧	"Achieve a rating of S or above in the beach camping mission ""Let's Split the Watermelon""."	해변 캠핑 미션 '수박 깨기'에서 S 이상의 평가를 받아보세요
1365	海辺のキャンプミッション「ビーチポートレート！」でS以上の評価を取ろう	在海邊露營任務「海灘肖像！」中取得S以上的評價吧	"Try to get an S or higher rating in the beach camping mission ""Beach Portrait!"""	해변의 캠핑 미션 '비치 포트레이트!'에서 S 이상의 평가를 받아보세요.
1366	海辺のキャンプミッション「フルーツポンチ早食い競争をしよう」でS以上の評価を取ろう	在海邊露營任務「快速吃完水果雜糅比賽」中取得S以上的評價	"Get a rating of S or above in the beach camping mission ""Fruit Punch Speed Eating Competition""."	해변 캠핑 미션 '프루트폰치 빨리 먹기 경쟁'에서 S 이상의 평가를 받아보자
1367	海辺のキャンプミッション「海鮮バーベキューをしよう」でS以上の評価を取ろう	在海邊露營任務「來做海鮮燒烤吧」中取得S以上的評價	"Achieve a rating of S or above in the seaside camping mission ""Let's have a seafood barbecue""."	해변 캠핑 미션 '해산물 바베큐를 해보자'에서 S 이상의 평가를 받아보세요.
1368	ランクA以上でキャンプを完了しよう	讓我們以A級以上的等級完成露營吧	Let's complete the camp with a rank of A or higher.	A등급 이상으로 캠핑을 완료하자
1369	イベント連動やることリストを全てクリアする	清除所有活動連動任務列表	Clear all event-linked to-do lists	이벤트 연동 할일 리스트을 모두 클리어
1370	クラフトを{0}回する	進行{0}次製作	Craft {0} times	{0}회 제작하기
1371	まんじゅうを{0}個獲得する	獲得{0}個饅頭	Obtain {0} pieces of manju	만주를 {0}개 획득
1372	おち葉シールを{0}個獲得する	獲得{0}個落葉貼紙	Obtain {0} Fallen Leaf Stickers	낙엽 스티커를 {0}개 획득
1373	ユールを{0}個獲得する	獲得{0}個ユール	Acquire {0} Yule(s)	유르를 {0}개 획득
1374	訪問を{0}回する	進行{0}次訪問	Visit {0} times	{0}번 방문하기
1375	グルキャンでギアを{0}個配置する	在團隊戰中放置{0}個裝備	Place {0} gears in Guild Campaign	그룹 캠핑에서 기어 {0}개 배치하기
1376	一括挨拶を1回する	一次性打招呼1次	Perform 1 batch greeting	일괄 인사를 1회 하기
1377	チェックインを1回する	進行1次簽到	Check-in once	체크인 1회 하기
1378	「スイカ割りセット」を{0}回作る	製作「打西瓜組合」{0}次	"Make the ""Watermelon Splitting Set"" {0} times"	"""수박 깨기 세트""를 {0}번 제작"
1379	「ビーチチェア」を{0}回作る	製作「海灘椅」{0}次	"Make a ""Beach Chair"" {0} times"	"""비치 체어""를 {0}번 제작"
1380	「海鮮バーベキュー」を{0}回作る	製作「海鮮烤肉」{0}次	"Cook ""Seafood BBQ"" {0} times"	"""해물 바비큐""를 {0}번 제작"
1381	ギアを{0}個売却する	進行{0}次製作	Craft {0} times	기아를 {0}개 판매
1382	料理を{0}個売却する	在製作中{0}次大成功	Achieve {0} Great Success in Crafting	요리를 {0}개 판매
1383	レアリティがNのギアか料理を{0}個売却する	在製作中{0}次大成功	Achieve {0} Great Success in Crafting	레어리티 N 기아 혹 요리를 {0}개 판매
1384	レアリティがRのギアか料理を{0}個売却する	在製作中{0}次超級成功	Achieve {0} Ultra Success in Crafting	레어리티 R 기아 혹 요리를 {0}개 판매
1385	レアリティがSRのギアか料理を{0}個売却する	製作「海灘椅」{0}次	"Make a ""Beach Chair"" {0} times"	레어리티 SR 기아 혹 요리를 {0}개 판매
1386	他プレイヤーのキャンプサイトを{0}回訪問する	拜訪其他玩家的營地	Visit other players' campsite	다른 플레이어의 캠프사이트 방문
1387	スキルを{0}個以上獲得してキャンプを完了する(デイリー)	獲得{0}個以上的技能並完成露營（每日任務）	Complete the camp by acquiring more than {0} skills (Daily)	스킬을 {0}개 이상 획득하고 캠프를 완료하십시오(데일리)
1388	あつさ適性をE以上にしてキャンプを開始する	將熱度適應力提升至E以上並開始露營	Start camping with a heat adaptability of E or above.	열도 적응력을 E 이상으로 설정하고 캠핑을 시작하십시오.
1389	あつさ適性をD以上にしてキャンプを開始する	將熱度適應力提升至D以上並開始露營	Start camping with a heat adaptability of D or above.	열도 적응력을 D 이상으로 설정하고 캠핑을 시작하십시오.
1390	あつさ適性をC以上にしてキャンプを開始する	將熱度適應力提升至C以上並開始露營	Start camping with a heat adaptability of C or above.	열도 적응력을 C 이상으로 설정하고 캠핑을 시작하십시오.
1391	あそぶ適正をE以上にしてキャンプを開始する	將遊玩適應力提升至E以上並開始露營	Start the camp with a play aptitude of E or above.	게임 적합성을 E 이상으로 설정하고 캠핑을 시작하십시오.
1392	あそぶ適正をD以上にしてキャンプを開始する	將遊玩適應力提升至D以上並開始露營	Start the camp with a play aptitude of D or above.	게임 적합성을 D 이상으로 설정하고 캠핑을 시작하십시오.
1393	あそぶ適正をC以上にしてキャンプを開始する	將遊玩適應力提升至C以上並開始露營	Start the camp with a play aptitude of C or above.	게임 적합성을 C 이상으로 설정하고 캠핑을 시작하십시오.
1394	「ひろえ！松ぼっくり」でミニマツを合計{0}個集める	在「來撿松果吧！」中總共收集 {0} 個迷你松果	"Collect a total of {0} Minicones in ""Pick Up Pinecones!"""	"""주워라! 솔방울""에서 총 {0}개의 미니 솔방울를 수집하세요"
1395	「ひろえ！松ぼっくり」1回のプレーでミニマツを{0}個集める	在「來撿松果吧！」的一次遊戲中收集 {0} 個迷你松果	"Collect {0} Minicones in one play of ""Pick Up Pinecones!"""	"""주워라! 솔방울"" 한 번 플레이로 {0}개의 미니 솔방울를 수집하세요"
1396	「足の速さUP」を{0}回強化する	增強 {0} 次「移動速度UP」能力	"Enhance ""Speed Boost"" {0} times"	"""이동 속도 UP""를 {0}번 강화하세요"
1397	「索マツ範囲UP」を{0}回強化する	增強 {0} 次「探索松果範圍UP」能力	"Enhance ""Range Boost"" {0} times"	"""솔방울 탐색 범위 UP""를 {0}번 강화하세요"
1398	「金のミニマツ出現率UP」を{0}回強化する	增強 {0} 次「金迷你松果出現率UP」能力	"Enhance ""Gold Minicone Boost"" {0} times"	"""황금 미니 솔방울 출현율 UP""를 {0}번 강화하세요"
1399	「ミニマツの出現数UP」を{0}回強化する	增強 {0} 次「迷你松果出現數UP」能力	"Enhance ""Minicone Boost"" {0} times"	"""미니 솔방울 출현수 UP""를 {0}번 강화하세요"
1400	「ミニマツの出現数UP」を{0}]回強化する	增強 {0} 次「迷你松果出現數UP」能力	"Enhance ""Minicone Boost"" {0} times"	"""미니 솔방울 출현수 UP""를 {0}번 강화하세요"
1401	「ミニマツ交換」で松ぼっくりを{0}個獲得する	通過「迷你松果交換」獲得 {0} 個松果	"Obtain {0} pinecones through ""Minicone Exchange"""	"""미니 솔방울 교환""으로 솔방귀 {0}개를 획득하세요"
1402	「ひろえ！松ぼっくり」を{0}回プレイする	玩 {0} 次「來撿松果吧！」	"Play ""Pick Up Pinecones!"" {0} times"	"""주워라! 솔방울""를 {0}번 플레이하세요"
1403	ログインしよう	登入吧	Let's log in.	로그인하자
1404	SR土岐綾乃サポートカードガチャを1回引く(デイリー)	抽取一次SR土岐綾乃輔助卡轉蛋（每日）	Pull the SR Toki Ayano Support Card Gacha once (Daily)	SR 도키 아야노 지원 카드 가챠를 한 번 뽑다(매일)
1405	海辺のキャンプ場で1回キャンプしよう(デイリー)	在海邊的露營地露營一次（每日）	Let's camp once at the beach campsite (Daily)	해변 캠핑장에서 1회 캠핑하자(데일리)
1406	海辺のキャンプ場でランクF+以上でキャンプを完了しよう	在海邊的露營地以F+以上的等級完成露營吧	Let's complete a camp at the seaside campsite with a rank of F+ or higher.	해변 캠핑장에서 랭크 F+ 이상으로 캠핑을 완료하자
1407	海辺のキャンプ場でランクE以上でキャンプを完了しよう	在海邊的露營地以E級以上完成露營	Let's complete a camp at the seaside campsite with a rank of E or higher.	해변 캠핑장에서 랭크 E 이상으로 캠핑을 완료하자
1408	海辺のキャンプ場でランクE+以上でキャンプを完了しよう	在海邊的露營地以E+以上的等級完成露營吧	Let's complete a camp at the seaside campsite with a rank of E+ or higher.	해변 캠핑장에서 랭크 E+ 이상으로 캠핑을 완료하자
1409	海辺のキャンプ場でランクD+以上でキャンプを完了しよう	在海邊的露營地以D+以上的等級完成露營吧	Let's complete a camp at the seaside campsite with a rank of D+ or higher.	해변 캠핑장에서 랭크 D+ 이상으로 캠핑을 완료하십시오.
1410	海辺のキャンプ場キャンプミッション「スイカ割りをしよう」でA以上の評価を取ろう	在海邊露營地的露營任務「來打破西瓜」中取得A以上的評價吧	"Achieve a rating of A or above in the ""Watermelon Splitting"" camp mission at the seaside campsite."	해변 캠핑장 캠핑 미션 '수박 깨기'에서 A 이상의 평가를 받아보자
1411	海辺のキャンプ場キャンプミッション「海鮮バーベキューをしよう」でS評価を取ろう	在海邊露營地的露營任務「來做海鮮燒烤」中取得S評價吧	"Try to get an S rating in the seaside campsite camping mission ""Let's have a seafood barbecue""."	해변의 캠핑장 캠핑 미션 '해산물 바베큐를 해보자'에서 S 등급을 받아보세요.
1412	海辺のキャンプ場で合計9回キャンプしよう	在海邊的露營地總共露營9次吧	Let's camp a total of 9 times at the beach campsite.	해변 캠핑장에서 총 9번 캠핑하자
1413	千明をメインにしてキャンプを1回クリアする	完成千明為主的露營一次	Clear a camp with Chiaki as the main character once.	천명이 메인 캠프를 한 번 클리어한다
1414	千明をメインにしてキャンプを2回クリアする	完成以千明為主的露營兩次	Clear the camp with Chiaki as the main character twice.	천명이 메인 캠프를 2회 클리어하다
1415	千明をメインにしてキャンプを3回クリアする	完成以千明為主的露營3次	Clear the camp with Chiaki as the main character 3 times.	천명이 메인 캠프를 3번 클리어하다
1416	千明をメインにしてキャンプを4回クリアする	完成以千明為主的露營4次	Clear the camp with Chiaki as the main character 4 times.	천명이 메인 캠프를 4번 클리어하다
1417	千明をメインにしてキャンプを5回クリアする	完成以千明為主的露營5次	Clear the camp with Chiaki as the main character 5 times.	천명이 메인 캠프를 5번 클리어하다
1418	千明をメインにしてキャンプを6回クリアする	完成千明為主的露營6次	Clear the camp with Chiaki as the main character 6 times.	천명이 메인 캠프를 6번 클리어하다
1419	千明をメインにしてキャンプを7回クリアする	完成以千明為主的露營7次	Clear the camp with Chiaki as the main character 7 times.	천명이 메인 캠프를 7번 클리어하다
1420	千明のなかよしゲージを80以上にしてキャンプをクリアする	將千明的友好度量表提升至80以上並完成露營	Clear the camp with Chiaki's friendship gauge over 80.	천명의 친밀도 게이지를 80 이상으로 하고 캠핑을 클리어하십시오.
1421	千明をメインにしてキャンプを1回クリアする(デイリー)	完成千明為主的露營一次（每日）	Clear a camp with Chiaki as the main character once (Daily)	천명이 메인 캠프를 한 번 클리어한다(데일리)
1422	恵那をメインにしてキャンプを1回クリアする	完成恵那為主的露營一次	Clear a camp with Ena as the main character once.	헤나이 메인 캠프를 한 번 클리어한다
1423	恵那をメインにしてキャンプを2回クリアする	完成以恵那為主的露營兩次	Clear the camp with Ena as the main character twice.	헤나이 메인 캠프를 2회 클리어하다
1424	恵那をメインにしてキャンプを3回クリアする	完成以恵那為主的露營3次	Clear the camp with Ena as the main character 3 times.	헤나이 메인 캠프를 3번 클리어하다
1425	恵那をメインにしてキャンプを4回クリアする	完成以恵那為主的露營4次	Clear the camp with Ena as the main character 4 times.	헤나이 메인 캠프를 4번 클리어하다
1426	恵那をメインにしてキャンプを5回クリアする	完成以恵那為主的露營5次	Clear the camp with Ena as the main character 5 times.	헤나이 메인 캠프를 5번 클리어하다
1427	恵那をメインにしてキャンプを6回クリアする	完成恵那為主的露營6次	Clear the camp with Ena as the main character 6 times.	헤나이 메인 캠프를 6번 클리어하다
1428	恵那をメインにしてキャンプを7回クリアする	完成以恵那為主的露營7次	Clear the camp with Ena as the main character 7 times.	헤나이 메인 캠프를 7번 클리어하다
1429	恵那のなかよしゲージを80以上にしてキャンプをクリアする	將恵那的友好度量表提升至80以上並完成露營	Clear the camp with Ena's friendship gauge over 80.	헤나의 친밀도 게이지를 80 이상으로 하고 캠핑을 클리어하십시오.
1430	恵那をメインにしてキャンプを1回クリアする(デイリー)	完成恵那為主的露營一次（每日）	Clear a camp with Ena as the main character once (Daily)	헤나이 메인 캠프를 한 번 클리어한다(데일리)
1431	レポキャンで{0}回投稿する	清除所有活動連動任務列表	Clear all event-linked to-do lists	이벤트 연동 할일 리스트을 모두 클리어
3001	ビギナーチャレンジ（1つ目）	ビギナーチャレンジ（1つ目）(TW)	ビギナーチャレンジ（1つ目）(EN)	ビギナーチャレンジ（1つ目）(KO)
3002	【テスト】 ビギナーズチャレンジ！	【テスト】 ビギナーズチャレンジ！(TW)	【テスト】 ビギナーズチャレンジ！(EN)	【テスト】 ビギナーズチャレンジ！(KO)
3003	デイリーチャレンジを達成しよう	達成每日挑戰	Achieve the daily challenge	일일 챌린지를 달성하다
3004	購入チャレンジ1	購入チャレンジ1(TW)	購入チャレンジ1(EN)	購入チャレンジ1(KO)
3005	購入チャレンジ2	購入チャレンジ2(TW)	購入チャレンジ2(EN)	購入チャレンジ2(KO)
3006	購入チャレンジ3	購入チャレンジ3(TW)	購入チャレンジ3(EN)	購入チャレンジ3(KO)
3007	購入チャレンジ4	購入チャレンジ4(TW)	購入チャレンジ4(EN)	購入チャレンジ4(KO)
3008	購入チャレンジ5	購入チャレンジ5(TW)	購入チャレンジ5(EN)	購入チャレンジ5(KO)
3009	購入チャレンジ6	購入チャレンジ6(TW)	購入チャレンジ6(EN)	購入チャレンジ6(KO)
3010	購入チャレンジ7	購入チャレンジ7(TW)	購入チャレンジ7(EN)	購入チャレンジ7(KO)
3011	購入チャレンジ8	購入チャレンジ8(TW)	購入チャレンジ8(EN)	購入チャレンジ8(KO)
3012	購入チャレンジ9	購入チャレンジ9(TW)	購入チャレンジ9(EN)	購入チャレンジ9(KO)
3013	購入チャレンジ10	購入チャレンジ10(TW)	購入チャレンジ10(EN)	購入チャレンジ10(KO)
3014	ウィークリーチャレンジを達成しよう	達成每週挑戰	Achieve the weekly challenge.	주간 챌린지를 달성하다
3015	ビギナーチャレンジ（2つ目）	ビギナーチャレンジ（2つ目）(TW)	ビギナーチャレンジ（2つ目）(EN)	ビギナーチャレンジ（2つ目）(KO)
3016	ビギナーチャレンジ（3つ目）	ビギナーチャレンジ（3つ目）(TW)	ビギナーチャレンジ（3つ目）(EN)	ビギナーチャレンジ（3つ目）(KO)
3017	ランクアップチャレンジ1	ランクアップチャレンジ1(TW)	ランクアップチャレンジ1(EN)	ランクアップチャレンジ1(KO)
3018	ランクアップチャレンジ2	ランクアップチャレンジ2(TW)	ランクアップチャレンジ2(EN)	ランクアップチャレンジ2(KO)
3019	ランクアップチャレンジ3	ランクアップチャレンジ3(TW)	ランクアップチャレンジ3(EN)	ランクアップチャレンジ3(KO)
3020	ランクアップチャレンジ4	ランクアップチャレンジ4(TW)	ランクアップチャレンジ4(EN)	ランクアップチャレンジ4(KO)
3021	ランクアップチャレンジ5	ランクアップチャレンジ5(TW)	ランクアップチャレンジ5(EN)	ランクアップチャレンジ5(KO)
3022	ランクアップチャレンジ6	ランクアップチャレンジ6(TW)	ランクアップチャレンジ6(EN)	ランクアップチャレンジ6(KO)
3023	ランクアップチャレンジ7	ランクアップチャレンジ7(TW)	ランクアップチャレンジ7(EN)	ランクアップチャレンジ7(KO)
3024	ランクアップチャレンジ8	ランクアップチャレンジ8(TW)	ランクアップチャレンジ8(EN)	ランクアップチャレンジ8(KO)
3025	ランクアップチャレンジ9	ランクアップチャレンジ9(TW)	ランクアップチャレンジ9(EN)	ランクアップチャレンジ9(KO)
3026	ランクアップチャレンジ10	ランクアップチャレンジ10(TW)	ランクアップチャレンジ10(EN)	ランクアップチャレンジ10(KO)
3027	イベント合わせチャレンジ1	イベント合わせチャレンジ1(TW)	イベント合わせチャレンジ1(EN)	イベント合わせチャレンジ1(KO)
3028	イベント合わせチャレンジ2	イベント合わせチャレンジ2(TW)	イベント合わせチャレンジ2(EN)	イベント合わせチャレンジ2(KO)
3029	イベント合わせチャレンジ3	イベント合わせチャレンジ3(TW)	イベント合わせチャレンジ3(EN)	イベント合わせチャレンジ3(KO)
3030	イベント合わせチャレンジ4	イベント合わせチャレンジ4(TW)	イベント合わせチャレンジ4(EN)	イベント合わせチャレンジ4(KO)
3031	イベント合わせチャレンジ5	イベント合わせチャレンジ5(TW)	イベント合わせチャレンジ5(EN)	イベント合わせチャレンジ5(KO)
3032	イベント合わせチャレンジ6	イベント合わせチャレンジ6(TW)	イベント合わせチャレンジ6(EN)	イベント合わせチャレンジ6(KO)
3033	イベント合わせチャレンジ7	イベント合わせチャレンジ7(TW)	イベント合わせチャレンジ7(EN)	イベント合わせチャレンジ7(KO)
3034	イベント合わせチャレンジ8	イベント合わせチャレンジ8(TW)	イベント合わせチャレンジ8(EN)	イベント合わせチャレンジ8(KO)
3035	イベント合わせチャレンジ9	イベント合わせチャレンジ9(TW)	イベント合わせチャレンジ9(EN)	イベント合わせチャレンジ9(KO)
3036	イベント合わせチャレンジ10	イベント合わせチャレンジ10(TW)	イベント合わせチャレンジ10(EN)	イベント合わせチャレンジ10(KO)
3037	イベント合わせチャレンジ11	イベント合わせチャレンジ11(TW)	イベント合わせチャレンジ11(EN)	イベント合わせチャレンジ11(KO)
3038	イベント合わせチャレンジ12	イベント合わせチャレンジ12(TW)	イベント合わせチャレンジ12(EN)	イベント合わせチャレンジ12(KO)
3039	イベント合わせチャレンジ13	イベント合わせチャレンジ13(TW)	イベント合わせチャレンジ13(EN)	イベント合わせチャレンジ13(KO)
3040	イベント合わせチャレンジ14	イベント合わせチャレンジ14(TW)	イベント合わせチャレンジ14(EN)	イベント合わせチャレンジ14(KO)
3041	ガイドミッション チャプター1	ガイドミッション チャプター1(TW)	ガイドミッション チャプター1(EN)	ガイドミッション チャプター1(KO)
3042	ガイドミッション チャプター2	ガイドミッション チャプター2(TW)	ガイドミッション チャプター2(EN)	ガイドミッション チャプター2(KO)
3043	ガイドミッション チャプター3	ガイドミッション チャプター3(TW)	ガイドミッション チャプター3(EN)	ガイドミッション チャプター3(KO)
3044	ガイドミッション チャプター4	ガイドミッション チャプター4(TW)	ガイドミッション チャプター4(EN)	ガイドミッション チャプター4(KO)
3045	ガイドミッション チャプター5	ガイドミッション チャプター5(TW)	ガイドミッション チャプター5(EN)	ガイドミッション チャプター5(KO)
3046	ガイドミッション チャプター6	ガイドミッション チャプター6(TW)	ガイドミッション チャプター6(EN)	ガイドミッション チャプター6(KO)
3047	ガイドミッション チャプター7	ガイドミッション チャプター7(TW)	ガイドミッション チャプター7(EN)	ガイドミッション チャプター7(KO)
3048	ガイドミッション チャプター8	ガイドミッション チャプター8(TW)	ガイドミッション チャプター8(EN)	ガイドミッション チャプター8(KO)
3049	テスト：ガイドミッション	テスト：ガイドミッション(TW)	テスト：ガイドミッション(EN)	テスト：ガイドミッション(KO)
3050	ガイドミッション チャプター9	ガイドミッション チャプター9(TW)	ガイドミッション チャプター9(EN)	ガイドミッション チャプター9(KO)
3051	ガイドミッション チャプター10	ガイドミッション チャプター10(TW)	ガイドミッション チャプター10(EN)	ガイドミッション チャプター10(KO)
3052	ガイドミッション チャプター12	ガイドミッション チャプター12(TW)	ガイドミッション チャプター12(EN)	ガイドミッション チャプター12(KO)
3053	ガイドミッション チャプター13	ガイドミッション チャプター13(TW)	ガイドミッション チャプター13(EN)	ガイドミッション チャプター13(KO)
3054	ガイドミッション チャプター14	ガイドミッション チャプター14(TW)	ガイドミッション チャプター14(EN)	ガイドミッション チャプター14(KO)
3055	ガイドミッション チャプター15	ガイドミッション チャプター15(TW)	ガイドミッション チャプター15(EN)	ガイドミッション チャプター15(KO)
3056	ガイドミッション チャプター16	ガイドミッション チャプター16(TW)	ガイドミッション チャプター16(EN)	ガイドミッション チャプター16(KO)
3057	ガイドミッション チャプター17	ガイドミッション チャプター17(TW)	ガイドミッション チャプター17(EN)	ガイドミッション チャプター17(KO)
3058	ガイドミッション チャプター18	ガイドミッション チャプター18(TW)	ガイドミッション チャプター18(EN)	ガイドミッション チャプター18(KO)
3059	ガイドミッション チャプター19	ガイドミッション チャプター19(TW)	ガイドミッション チャプター19(EN)	ガイドミッション チャプター19(KO)
3060	ガイドミッション チャプター20	ガイドミッション チャプター20(TW)	ガイドミッション チャプター20(EN)	ガイドミッション チャプター20(KO)
3061	ガイドミッション チャプター21	ガイドミッション チャプター21(TW)	ガイドミッション チャプター21(EN)	ガイドミッション チャプター21(KO)
3062	ガイドミッション チャプター22	ガイドミッション チャプター22(TW)	ガイドミッション チャプター22(EN)	ガイドミッション チャプター22(KO)
3063	ガイドミッション チャプター23	ガイドミッション チャプター23(TW)	ガイドミッション チャプター23(EN)	ガイドミッション チャプター23(KO)
3064	ガイドミッション チャプター24	ガイドミッション チャプター24(TW)	ガイドミッション チャプター24(EN)	ガイドミッション チャプター24(KO)
3065	ガイドミッション チャプター25	ガイドミッション チャプター25(TW)	ガイドミッション チャプター25(EN)	ガイドミッション チャプター25(KO)
3066	ガイドミッション チャプター26	ガイドミッション チャプター26(TW)	ガイドミッション チャプター26(EN)	ガイドミッション チャプター26(KO)
3067	ガイドミッション チャプター27	ガイドミッション チャプター27(TW)	ガイドミッション チャプター27(EN)	ガイドミッション チャプター27(KO)
3068	ガイドミッション チャプター28	ガイドミッション チャプター28(TW)	ガイドミッション チャプター28(EN)	ガイドミッション チャプター28(KO)
3069	ガイドミッション チャプター29	ガイドミッション チャプター29(TW)	ガイドミッション チャプター29(EN)	ガイドミッション チャプター29(KO)
3070	ガイドミッション チャプター30	ガイドミッション チャプター30(TW)	ガイドミッション チャプター30(EN)	ガイドミッション チャプター30(KO)
3071	ガイドミッション チャプター31	ガイドミッション チャプター31(TW)	ガイドミッション チャプター31(EN)	ガイドミッション チャプター31(KO)
3072	ガイドミッション チャプター32	ガイドミッション チャプター32(TW)	ガイドミッション チャプター32(EN)	ガイドミッション チャプター32(KO)
3073	ガイドミッション チャプター33	ガイドミッション チャプター33(TW)	ガイドミッション チャプター33(EN)	ガイドミッション チャプター33(KO)
3074	ガイドミッション チャプター34	ガイドミッション チャプター34(TW)	ガイドミッション チャプター34(EN)	ガイドミッション チャプター34(KO)
3075	ガイドミッション チャプター35	ガイドミッション チャプター35(TW)	ガイドミッション チャプター35(EN)	ガイドミッション チャプター35(KO)
3076	ガイドミッション チャプター36	ガイドミッション チャプター36(TW)	ガイドミッション チャプター36(EN)	ガイドミッション チャプター36(KO)
3077	ガイドミッション チャプター37	ガイドミッション チャプター37(TW)	ガイドミッション チャプター37(EN)	ガイドミッション チャプター37(KO)
3078	ガイドミッション チャプター38	ガイドミッション チャプター38(TW)	ガイドミッション チャプター38(EN)	ガイドミッション チャプター38(KO)
3079	ガイドミッション チャプター39	ガイドミッション チャプター39(TW)	ガイドミッション チャプター39(EN)	ガイドミッション チャプター39(KO)
3080	ガイドミッション チャプター40	ガイドミッション チャプター40(TW)	ガイドミッション チャプター40(EN)	ガイドミッション チャプター40(KO)
3081	ガイドミッション チャプター41	ガイドミッション チャプター41(TW)	ガイドミッション チャプター41(EN)	ガイドミッション チャプター41(KO)
3082	ガイドミッション チャプター42	ガイドミッション チャプター42(TW)	ガイドミッション チャプター42(EN)	ガイドミッション チャプター42(KO)
3083	ガイドミッション チャプター43	ガイドミッション チャプター43(TW)	ガイドミッション チャプター43(EN)	ガイドミッション チャプター43(KO)
3084	ガイドミッション チャプター44	ガイドミッション チャプター44(TW)	ガイドミッション チャプター44(EN)	ガイドミッション チャプター44(KO)
3085	テスト：イベントデイリーミッション	テスト：イベントデイリーミッション(TW)	テスト：イベントデイリーミッション(EN)	テスト：イベントデイリーミッション(KO)
3086	テスト：サークル（デイリー）	テスト：サークル（デイリー）(TW)	テスト：サークル（デイリー）(EN)	テスト：サークル（デイリー）(KO)
3087	テスト：サークル（ウィークリー）	テスト：サークル（ウィークリー）(TW)	テスト：サークル（ウィークリー）(EN)	テスト：サークル（ウィークリー）(KO)
3088	旅キャンはじまり！RECAMPおだわら	旅キャンはじまり！RECAMPおだわら(TW)	旅キャンはじまり！RECAMPおだわら(EN)	旅キャンはじまり！RECAMPおだわら(KO)
3089	夏だ！ビーチだ！海キャンだ！	夏だ！ビーチだ！海キャンだ！(TW)	夏だ！ビーチだ！海キャンだ！(EN)	夏だ！ビーチだ！海キャンだ！(KO)
3090	レッツクラフト！At海キャン	レッツクラフト！At海キャン(TW)	レッツクラフト！At海キャン(EN)	レッツクラフト！At海キャン(KO)
3091	ガイドミッション チャプター45	ガイドミッション チャプター45(TW)	ガイドミッション チャプター45(EN)	ガイドミッション チャプター45(KO)
3092	ガイドミッション チャプター46	ガイドミッション チャプター46(TW)	ガイドミッション チャプター46(EN)	ガイドミッション チャプター46(KO)
3093	ガイドミッション チャプター47	ガイドミッション チャプター47(TW)	ガイドミッション チャプター47(EN)	ガイドミッション チャプター47(KO)
3094	ガイドミッション チャプター48	ガイドミッション チャプター48(TW)	ガイドミッション チャプター48(EN)	ガイドミッション チャプター48(KO)
3095	ガイドミッション チャプター49	ガイドミッション チャプター49(TW)	ガイドミッション チャプター49(EN)	ガイドミッション チャプター49(KO)
3096	ガイドミッション チャプター50	ガイドミッション チャプター50(TW)	ガイドミッション チャプター50(EN)	ガイドミッション チャプター50(KO)
3097	ガイドミッション チャプター51	ガイドミッション チャプター51(TW)	ガイドミッション チャプター51(EN)	ガイドミッション チャプター51(KO)
3098	ガイドミッション チャプター52	ガイドミッション チャプター52(TW)	ガイドミッション チャプター52(EN)	ガイドミッション チャプター52(KO)
3099	ガイドミッション チャプター53	ガイドミッション チャプター53(TW)	ガイドミッション チャプター53(EN)	ガイドミッション チャプター53(KO)
3100	ガイドミッション チャプター54	ガイドミッション チャプター54(TW)	ガイドミッション チャプター54(EN)	ガイドミッション チャプター54(KO)
3101	ガイドミッション チャプター55	ガイドミッション チャプター55(TW)	ガイドミッション チャプター55(EN)	ガイドミッション チャプター55(KO)
3102	浴衣キャンプと夏花火	浴衣露營與夏日煙火	Yukata Camp And Fireworks	유카타 캠핑과 여름 불꽃놀이
3103	レッツクラフト！Atお祭りキャンプ	浴衣露營與夏日煙火	Yukata Camp And Fireworks	유카타 캠핑과 여름 불꽃놀이
3104	ひろえ！松ぼっくり	拾起來！松果	Pick up! Pinecones	솔방울 줍기!
3105	野クル△トライブ！	浴衣露營與夏日煙火	Yukata Camp And Fireworks	유카타 캠핑과 여름 불꽃놀이
4001	イベント1	イベント1(TW)	イベント1(EN)	イベント1(KO)
4002	ゆるコインバックキャンペーン	ゆるコインバックキャンペーン(TW)	ゆるコインバックキャンペーン(EN)	ゆるコインバックキャンペーン(KO)
4003	ゆるコイン購入ミッション	ゆるコイン購入ミッション(TW)	ゆるコイン購入ミッション(EN)	ゆるコイン購入ミッション(KO)
4004	期間限定チャレンジ	期間限定チャレンジ(TW)	期間限定チャレンジ(EN)	期間限定チャレンジ(KO)
4005	期間限定チャレンジ(全クリアなし)	期間限定チャレンジ(全クリアなし)(TW)	期間限定チャレンジ(全クリアなし)(EN)	期間限定チャレンジ(全クリアなし)(KO)
4006	チームイベント（テスト）	チームイベント（テスト）(TW)	チームイベント（テスト）(EN)	チームイベント（テスト）(KO)
